sentence_id,story_id,篇名,para_id,sent_id,sentence
01-S0001,1,补天,1,1,女娲忽然醒来了。
01-S0002,1,补天,2,1,伊似乎是从梦中惊醒的，然而已经记不清做了什么梦；
01-S0003,1,补天,2,2,只是很噢恼，觉得有什么不足，又觉得有什么太多了。
01-S0004,1,补天,2,3,煽动的和风，暖的将伊的气力吹得弥漫在宇宙里。
01-S0005,1,补天,3,1,伊揉一揉自已的眼睛。
01-S0006,1,补天,4,1,"粉红的天空中,曲曲折折的漂着许多条石绿色的浮云，星便在那后面忽明忽灭的映眼。"
01-S0007,1,补天,4,2,"天边的血红的云彩里有一个光芒四射的太阳，,如流动的金球包在荒古的熔岩中；"
01-S0008,1,补天,4,3,那一边，却是一个生铁一般的冷而且白的月亮。
01-S0009,1,补天,4,4,然而伊并不理会谁是下去，和谁是上来。
01-S0010,1,补天,5,1,地上都嫩绿了，便是不很换叶的松柏也显得格外的娇嫩。
01-S0011,1,补天,5,2,桃红和青白色的斗大的杂花，在眼前还分明，到远处可就成为斑斓的烟了。
01-S0012,1,补天,6,1,“喉喉，我从来没有这样的无聊过！”
01-S0013,1,补天,6,2,伊想着，猛然间站立起来了，擎上那非常圆满而精力洋溢的臂膊，向天打一个欠伸，天空便突然失了色，化为神异的肉红，暂时再也辨不出伊所在的处所。
01-S0014,1,补天,7,1,伊在这肉红色的天地间走到海边，全身的曲线都消融在淡玫瑰似的光海里，直到身中央才浓成-段纯白。
01-S0015,1,补天,7,2,波涛都惊异，起伏得很有秩序了，然而浪花溅在伊身上。
01-S0016,1,补天,7,3,这纯白的影子在海水里动摇，仿佛全体都正在四面八方的进散。
01-S0017,1,补天,7,4,但伊自已并没有见，只是不由的跪下一足，伸手掬起带水的软泥来，同时又揉捏几回，便有一个和自已差不多的小东西在两手里。
01-S0018,1,补天,8,1,“阿，阿！”
01-S0019,1,补天,8,2,伊固然以为是自已做的，但也疑心这东西就白薯似的原在泥士里，禁不住很异了。
01-S0020,1,补天,9,1,"然而这谣异使伊喜欢，以未曾有的勇往和愉快继续着伊的事业,呼吸吹嘘着,汗混和着"
01-S0021,1,补天,10,1,“Nga!nga!”那些小东西可是叫起来了。
01-S0022,1,补天,11,1,"“阿,阿！”"
01-S0023,1,补天,11,2,伊又吃了惊，觉得全身的毛孔中无不有什么东西飞散，于是地上便罩满了乳白色的烟云，伊才定了神，那些小东西也住了口。
01-S0024,1,补天,12,1,“Akon，Agon!”有些东西向伊说。
01-S0025,1,补天,13,1,“阿阿，可爱的宝贝。”
01-S0026,1,补天,13,2,伊看定他们，伸出带着泥土的手指去拔他肥白的脸。
01-S0027,1,补天,14,1,"“Uvu,Ahaha!”他们笑了。"
01-S0028,1,补天,14,2,这是伊第-回在天地间看见的笑，于是自己也第一回笑得合不上嘴唇来。
01-S0029,1,补天,15,1,伊一面抚弄他们，一一面还是做，被做的都在伊的身边打圈阖，但他们渐渐的走得远，说得多了，伊也渐渐的懂不得，只觉得耳朵边满是噜杂的，得颇有些头昏。
01-S0030,1,补天,16,1,"伊在长久的欢喜中,早已带着疲乏了。"
01-S0031,1,补天,16,2,几乎吹完了呼吸，流完了汗，而况又头昏，两眼便蒙胧起来，两颊也渐渐的发了热，自已觉得无所谓了，而且不耐烦。
01-S0032,1,补天,16,3,然而伊还是照旧的不歇手，不自觉的只是做。
01-S0033,1,补天,17,1,终于，腰腿的酸痛逼得伊站立起来，倚在一座较为光滑的高山上，仰面一看，满天是鱼鳞样的白云，下面则是黑压压的浓绿。
01-S0034,1,补天,17,2,"伊自已也不知道怎样，总觉得左右不如意了，便焦躁的伸出手去，信手拉,拔起一株从山上长到天边的紫藤，一房一房的刚开着大不可言的紫花，伊一挥，那藤便横搭在地面上，遍地散满了半紫半白的花瓣，"
01-S0035,1,补天,18,1,"伊接着一摆手,紫藤便在泥和水里一翻身，同时也溅出拌着水的泥土来，待到落在地上，就成了许多伊先前做过了一般的小东西，只是大半呆头呆脑,獐头鼠目的有些讨厌。"
01-S0036,1,补天,18,2,"然而伊不暇理会这等事了，单是有趣而且烦躁,夹着恶作剧的将手只是抢，愈抢愈飞速了,那藤便拖泥带水的在地上滚，像一条给沸水烫伤了的赤练蛇。"
01-S0037,1,补天,18,3,泥点也就暴雨似的从藤身上飞溅开来，还在空中便成了哇哇地筛哭的小东西，爬来爬去的撒得满地。
01-S0038,1,补天,19,1,伊近于失神了，更其抢，但是不独腰腿痛，连两条臂膊也都乏了力，伊于是不由的下身子去，将头靠着高山，头发漆黑的搭在山顶上，喘息回之后，叹一口气，两眼就合上了。
01-S0039,1,补天,19,2,紫藤从伊的手里落了下来，也困顿不堪似的懒洋洋的躺在地面上。
01-S0040,1,补天,20,1,轰！！
01-S0041,1,补天,21,1,在这天崩地塌价的声音中，女娲猛然醒来，同时也就向东南方直溜下去了。
01-S0042,1,补天,21,2,"5]伊伸了脚想踏住,然而什么也端不到,连忙一舒臂住了山峰，这才没有再向下滑的形势。"
01-S0043,1,补天,22,1,但伊又觉得水和沙石都从背后向伊头上和身边滚泼过去了，略一回头，便灌了一口和两耳朵的水，伊赶紧低了头，又只见地面不住的动摇。
01-S0044,1,补天,22,2,"幸而这动摇也似乎平静下去了，伊向后一移，坐稳了身子,这才挪出手来拭去额角上和眼晴边的水，细看是怎样的情形。"
01-S0045,1,补天,23,1,情形很不清楚，遍地是瀑布般的流水；
01-S0046,1,补天,23,2,大概是海里罢，有几处更站起很尖的波浪来。
01-S0047,1,补天,23,3,伊只得呆呆的等着。
01-S0048,1,补天,24,1,可是终于大平静了，大波不过高如从前的山，像是陆地的处所便露出棱棱的石骨。
01-S0049,1,补天,24,2,伊正向海上看，只见几座山奔流过来，一面又在波浪堆里打旋子。
01-S0050,1,补天,24,3,伊恐怕那些山碰了自己的脚，便伸手将他们摄住，望那山坳里，还伏着许多未曾见过的东西。
01-S0051,1,补天,25,1,"伊将手一缩,拉近山来仔细的看，只见那些东西旁边的地上吐得很狼藉，似乎是金玉的粉末,又夹杂些嚼碎的松柏叶和鱼肉。"
01-S0052,1,补天,25,2,他们也慢慢的陆续抬起头来了，女娲圆了眼睛，好容易才省悟到这便是自已先前所做的小东西，只是怪模怪白的毛毛了，虽然被海水粘得像一片尖尖的白杨叶。
01-S0053,1,补天,26,1,“阿，阿！”
01-S0054,1,补天,26,2,伊饦异而且害怕的叫，皮肤上都起粟，就像触着一支毛刺虫。
01-S0055,1,补天,27,1,“上真救命·…
01-S0056,1,补天,27,2,.”一个脸的下半截长着白毛的昂了头，一面呕吐，一面断断续续的说，“救命·…
01-S0057,1,补天,27,3,·臣等是学仙的。
01-S0058,1,补天,27,4,谁料坏劫到来，天地分崩了。
01-S0059,1,补天,27,5,现在幸而····遇到上真，·请救蚁命，并赐仙··仙药.”他于是将头一起一落的做出异样的举动。
01-S0060,1,补天,28,1,伊都茫然，只得又说，“什么？”
01-S0061,1,补天,29,1,他们中的许多也都开口了，一样的是一面呕吐，一面“上真上真”的只是，接着又都做出异样的举动。
01-S0062,1,补天,29,2,"伊被他们闹得心烦，颇后悔这一拉,竟至于惹了莫名其妙的祸。"
01-S0063,1,补天,29,3,"伊无法可想的向四处看,便看见有一队巨鳌正在海面上游玩,伊不由的喜出望外了，立刻将那些山都搁在他们的脊梁上，瞩道，“给我驼到平稳点的地方去罢！”"
01-S0064,1,补天,29,4,巨鳌们似乎点一点头，成群结队的驼远了。
01-S0065,1,补天,29,5,可是先前拉得过于猛，以致从山上摔下一个脸有白毛的来，此时赶不上，又不会鬼水，便伏在海边自已打嘴巴。
01-S0066,1,补天,29,6,这倒使女娲觉得可怜了，然而也不管，因为伊实在也没有工夫来管这些事。
01-S0067,1,补天,30,1,"伊嘘一口气，心地较为轻松了，再转过眼光来看自已的身边，流水已经退得不少,处处也露出广阔的土石，石缝里又嵌着许多东西,有的是直挺挺的了,有的却还在动。"
01-S0068,1,补天,30,2,伊臀见有一个正在白着眼睛呆看伊；
01-S0069,1,补天,30,3,那是遍身多用铁片包起来的，脸上的神情似乎很失望而且害怕。
01-S0070,1,补天,31,1,“那是怎么一回事呢？
01-S0071,1,补天,31,2,伊顺便的问。
01-S0072,1,补天,32,1,“鸣呼，天降丧。”
01-S0073,1,补天,32,2,那一个便凄凉可怜的说，“颛项不道，抗
01-S0074,1,补天,33,1,“什么？”
01-S0075,1,补天,33,2,伊向来没有听过这类话，非常饦异了。
01-S0076,1,补天,34,1,"“我师反走，我后爱以厥首触不周之山,折天柱，绝地维,我后亦落。"
01-S0077,1,补天,34,2,"鸣呼,是实惟”"
01-S0078,1,补天,35,1,“够了够了，我不懂你的意思。”
01-S0079,1,补天,35,2,伊转过脸去了，却又看见个高兴而且骄傲的脸，也多用铁片包了全身的。
01-S0080,1,补天,36,1,“那是怎么一回事呢？”
01-S0081,1,补天,36,2,伊到此时才知道这些小东西竟会变这么花样不同的脸，所以也想问出别样的可懂的答话来。
01-S0082,1,补天,37,1,“人心不舌，康回实有家心，觀天位，我后躬行天讨，战于
01-S0083,1,补天,38,1,“什么？”
01-S0084,1,补天,38,2,伊大约仍然没有懂。
01-S0085,1,补天,39,1,“人心不古，…
01-S0086,1,补天,39,2,·…”
01-S0087,1,补天,40,1,“够了够了，又是这一套！”
01-S0088,1,补天,40,2,"伊气得从两颊立刻红到耳根，火速背转头，另外去寻觅，好容易才看见一个不包铁片的东西，身子精光,带着伤痕还在流血，只是腰间却也围着一块破布片。"
01-S0089,1,补天,40,3,他正从别一个直挺挺的东西的腰间解下那破布来，慌忙系上自己的腰，但神色倒也很平淡。
01-S0090,1,补天,41,1,伊料想他和包铁片的那些是别一种，应该可以探出一些头绪了，便问道：
01-S0091,1,补天,42,1,“那是怎么一回事昵？”
01-S0092,1,补天,43,1,“那是怎么一回事阿。”
01-S0093,1,补天,43,2,他略一抬头，说。
01-S0094,1,补天,44,1,“那刚才闹出来的是？
01-S0095,1,补天,45,1,“那刚才闹出来的么？”
01-S0096,1,补天,46,1,“是打仗罢？”
01-S0097,1,补天,46,2,伊没有法，只好自己来猜测了。
01-S0098,1,补天,47,1,“打仗罢？”
01-S0099,1,补天,47,2,然而他也问。
01-S0100,1,补天,48,1,女娲倒抽了口冷气，同时也仰了脸去看天。
01-S0101,1,补天,48,2,"天上一条大裂纹,非常深,也非常阔。"
01-S0102,1,补天,48,3,"伊站起来,用指甲去一弹，一点不清脆，竟和破碗的声音相差无几了。"
01-S0103,1,补天,48,4,"伊皱着眉心，向四面察看一番，又想了一会,便拧去头发里的水,分开了搭在左右肩膀上，打起精神来向各处拔芦柴：伊已经打定了“修补起来再说”的主意了。"
01-S0104,1,补天,49,1,伊从此日日夜夜堆芦柴，柴堆高多少，伊也就瘦多少，因为情形不比先前，一一仰面是歪斜开裂的天，低头是龈破烂的地，毫没有一些可以赏心悦目的东西了。
01-S0105,1,补天,50,1,芦柴堆到裂口，伊才去寻青石头。
01-S0106,1,补天,50,2,当初本想用和天一色的纯青石的，然而地上没有这么多，大山又舍不得用，有时到热闹处所去寻些零碎，看见的又冷笑，痛骂，或者抢回去，甚而至于还咬伊的手。
01-S0107,1,补天,50,3,"伊于是只好些白石，再不够，便凑上些红黄的和灰黑的,后来总算将就的填满了裂口，止要一点火，一熔化，事情便完成，然而伊也累得眼花耳响，支持不住了。"
01-S0108,1,补天,51,1,“喉喉，我从来没有这样的无聊过。”
01-S0109,1,补天,51,2,伊坐在一座山顶上，两手捧着头，上气不接下气的说。
01-S0110,1,补天,52,1,这时昆仑山上的古森林的大火还没有熄，西边的天际都通红。
01-S0111,1,补天,52,2,伊向西一，决计从那里拿过一株带火的大树来点芦柴积，正要伸手，又觉得脚趾上有什么东西刺着了。
01-S0112,1,补天,53,1,"伊顺下眼去看，照例是先前所做的小东西，然而更异样了，累累坠坠的用什么布似的东西挂了→身，腰间又格外挂上十几条布，头上也罩着些不知什么，顶上是一块乌黑的小小的长方板,手里拿着一片物件,刺伊脚趾的便是这东西。"
01-S0113,1,补天,54,1,那顶着长方板的却偏站在女娲的两腿之间向上看，见伊一顺眼，便仓皇的将那小片递上来了。
01-S0114,1,补天,54,2,伊接过来看时，是条很光滑的青竹片，上面还有两行黑色的细点，比榭树叶上的黑斑小得多。
01-S0115,1,补天,54,3,伊倒也很佩服这手段的细巧。
01-S0116,1,补天,55,1,“这是什么？”
01-S0117,1,补天,55,2,伊还不免于好奇，又忍不住要问了。
01-S0118,1,补天,56,1,顶长方板的便指着竹片，背诵如流的说道，“裸程淫，失德蔑礼败度，禽兽行。
01-S0119,1,补天,56,2,"国有常刑,惟禁！”"
01-S0120,1,补天,57,1,女娲对那小方板瞪了一眼，倒暗笑自已问得太悖了，伊本已知道和这类东西扳谈，照例是说不通的，于是不再开口，随手将竹片搁在那头顶上面的方板上，回手便从火树林里抽出一株烧着的大树来，要向芦柴堆上去点火。
01-S0121,1,补天,58,1,"忽而听到鸣鸣咽咽的声音了,可也是闻所未闻的玩艺，伊同了,所以竟不知道这也是一种哭。"
01-S0122,1,补天,59,1,"伊就去点上火,而且不止一地方。"
01-S0123,1,补天,60,1,"火势并不旺,那芦柴是没有干透的，但居然也烘烘的响，很久很久,终于伸出无数火焰的舌头来，-一伸一缩的向上舔，又很久，便合成火焰的重台花又成了火焰的柱，赫赫的压倒了昆仑山上的红光。"
01-S0124,1,补天,60,2,大风忽地起来，火柱旋转着发吼，青的和杂色的石块都一色通红了，糖似的流布在裂缝中间，像一条不灭的闪电。
01-S0125,1,补天,61,1,风和火势卷得伊的头发都四散而且旋转，汗水如瀑布一般奔流，大光焰烘托了伊的身躯，使宇宙间现出最后的肉红色。
01-S0126,1,补天,62,1,火柱逐渐上升了，只留下一堆芦柴灰。
01-S0127,1,补天,62,2,伊待到天上一色青碧的时候，才伸手去一摸模，指面上却觉得还很有些参差。
01-S0128,1,补天,63,1,"“养回了力气,再来罢。"
01-S0129,1,补天,63,2,.”伊自已想。
01-S0130,1,补天,64,1,"伊于是弯腰去捧芦灰了，一捧一捧的填在地上的大水里，芦灰还未冷透,蒸得水撕渐的沸涌，灰水泼满了伊的周身。"
01-S0131,1,补天,64,2,"大风文不肯停,夹着灰扑来,使伊成了灰土的颜色。"
01-S0132,1,补天,65,1,“吁！
01-S0133,1,补天,65,2,···”伊吐出最后的呼吸来。
01-S0134,1,补天,66,1,"天边的血红的云彩里有一个光芒四射的太阳，如流动的金球包在荒古的熔岩中;那一边,却是一个生铁一般的冷而且白的月亮。"
01-S0135,1,补天,66,2,但不知道谁是下去和谁是上来。
01-S0136,1,补天,66,3,"这时候，伊的以自已用尽了自己一一切的躯壳,便在这中间躺倒，而且不再呼吸"
01-S0137,1,补天,67,1,上下四方是死灭以上的寂静。
01-S0138,1,补天,68,1,有一日，天气很寒冷，却听到一点喧嚣，那是禁军终于杀到了，因为他们等候着望不见火光和烟尘的时候，所以到得迟。
01-S0139,1,补天,68,2,"他们左边一柄黄斧头,右边一柄黑斧头，后面一柄极大极古的大，躲躲闪闪的攻到女娲死户的旁边，却并不见有什么动静。"
01-S0140,1,补天,68,3,他们就在死户的肚皮上扎了寨，因为这处最膏腰，他们检选这些事是很伶俐的。
01-S0141,1,补天,68,4,然而他们却突然变了口风，说惟有他们是女娲的嫡派，同时也就改换了大旗上的科斗字，写道“女娲氏之肠”
01-S0142,1,补天,69,1,落在海岸上的老道士也传了无数代了。
01-S0143,1,补天,69,2,他临死的时候，才将仙山被巨鳌背到海上这一件要闻传授徒弟，徒弟又传给徒孙，后来一个方土想讨好，竟去奏闻了秦始皇，秦始皇便教方士去寻去
01-S0144,1,补天,70,1,方士寻不到仙山，秦始皇终于死掉了；
01-S0145,1,补天,70,2,汉武帝又教寻，也一样的没有影
01-S0146,1,补天,71,1,大约巨鳌们是并没有懂得女娲的话的，那时不过偶而凑巧的点了点头。
01-S0147,1,补天,71,2,模模胡胡的背了一程之后，大家便走散去睡觉，仙山也就跟着沉下了，所以直到现在，总没有人看见半座神仙山，至多也不外乎发见了若干野蛮岛。
02-S0001,2,奔月,1,1,"聪明的牲口确乎知道人意，刚刚望见宅门，那马便立刻放缓脚步了,并且和它背上的主人同时垂了头，一步一顿，像捣米一样。"
02-S0002,2,奔月,2,1,暮霭笼罩了大宅，邻屋上都腾起浓黑的炊烟，已经是晚饭时候。
02-S0003,2,奔月,2,2,家将们听得马蹄声，早已迎了出来，都在宅门外垂着手直挺挺地站着。
02-S0004,2,奔月,2,3,羿在垃圾堆边懒懒地下了马，家将们便接过缰绳和鞭子去。
02-S0005,2,奔月,2,4,他刚要跨进大门，低头看看挂在腰间的满壶的簇新的箭和网里的三匹鸟老鸦和一匹射碎了的小麻雀，心里就非常跨踊。
02-S0006,2,奔月,2,5,但到底硬着头皮，大踏步走进去了；
02-S0007,2,奔月,2,6,箭在壶里豁朗豁朗地响着。
02-S0008,2,奔月,3,1,"刚到内院,他便见嫦娥在圆窗里探了一探头。"
02-S0009,2,奔月,3,2,他知道她眼睛快，一定早瞧见那几匹乌鸦的了，不觉一吓，脚步登时也停，一但只得往里走。
02-S0010,2,奔月,3,3,使女们都迎出来，给他卸了弓箭，解下网兜。
02-S0011,2,奔月,3,4,他仿佛觉得她们都在苦笑。
02-S0012,2,奔月,4,1,“太太。”
02-S0013,2,奔月,4,2,"他擦过手脸,走进内房去，一面叫。"
02-S0014,2,奔月,5,1,嫦娥正在看着圆窗外的暮天，慢慢回过头来，似理不理的向他看了一眼，没有答应。
02-S0015,2,奔月,6,1,"这种情形,羿倒久已习惯的了，至少已有年多。"
02-S0016,2,奔月,6,2,他仍旧走近去，坐在对面的铺着脱毛的旧豹皮的木榻上，搔着头皮，支支梧梧地说
02-S0017,2,奔月,7,1,“今天的运气仍旧不见佳，还是只有乌鸦···。
02-S0018,2,奔月,8,1,“哼！”
02-S0019,2,奔月,8,2,嫦娥将柳眉一扬，忽然站起来，风似的往外走，嘴里咕噜着，“又是乌鸦的炸酱面，又是乌鸦的炸酱面！
02-S0020,2,奔月,8,3,你去问问去，谁家是一年到头只吃乌鸦肉的炸酱面的？
02-S0021,2,奔月,8,4,我真不知道是走了什么运，竟嫁到这里来，整年的就吃鸟鸦的炸酱面！”
02-S0022,2,奔月,9,1,"“太太，”羿赶紧也站起，跟在后面，低声说，“不过今天倒还好，另外还射了一匹麻雀,可以给你做菜的。"
02-S0023,2,奔月,9,2,女辛！”
02-S0024,2,奔月,9,3,他大声地叫使女，“你把那一匹麻雀拿过来请太太看！”
02-S0025,2,奔月,10,1,野味已经拿到厨房里去了，女辛便跑去挑出来，两手捧着，送在嫦娥的眼前。
02-S0026,2,奔月,11,1,“哼！”
02-S0027,2,奔月,11,2,她臀了一眼，慢慢地伸手一捏，不高兴地说，“一团糟！
02-S0028,2,奔月,11,3,不是全都粉碎了么？
02-S0029,2,奔月,11,4,肉在那里？”
02-S0030,2,奔月,12,1,“是的，”羿很煌恐，“射碎的。
02-S0031,2,奔月,12,2,我的弓太强，箭头太大了。”
02-S0032,2,奔月,13,1,“你不能用小一点的箭头的么？”
02-S0033,2,奔月,14,1,“我没有小的。
02-S0034,2,奔月,14,2,"自从我射封豕长蛇,"
02-S0035,2,奔月,15,1,“这是封家长蛇么？”
02-S0036,2,奔月,15,2,她说着，一面回转头去对着女辛道，“放-一碗汤罢！”
02-S0037,2,奔月,15,3,便又退回房里去了。
02-S0038,2,奔月,16,1,"只有羿呆呆地留在堂屋里，靠壁坐下,听着厨房里柴草爆炸的声音。"
02-S0039,2,奔月,16,2,"他回忆当年的封家是多么大，远远望去就像一坐小土冈，如果那时不去射杀它,留到现在，足可以吃半年，又何用天天愁饭菜。"
02-S0040,2,奔月,16,3,"还有长蛇,也可以做羹喝·····。"
02-S0041,2,奔月,17,1,女乙来点灯了，对面墙上挂着的彤弓，彤矢，卢弓，卢矢，弩机，6}长剑，短剑，便都在昏暗的灯光中出现。
02-S0042,2,奔月,17,2,羿看了-眼，就低了头，叹一口气；
02-S0043,2,奔月,17,3,只见女辛搬进夜饭来，放在中间的案上，左边是五大碗白面；
02-S0044,2,奔月,17,4,右边两大碗，一碗汤；
02-S0045,2,奔月,17,5,中央是大碗乌鸦肉做的炸酱。
02-S0046,2,奔月,18,1,羿吃着炸酱面，自己觉得确也不好吃；
02-S0047,2,奔月,18,2,偷眼去看娣娥，她炸酱是看也不看，只用汤泡了面，吃了半碗，又放下了。
02-S0048,2,奔月,18,3,他觉得她脸上仿佛比往常黄瘦些，生怕她生了病。
02-S0049,2,奔月,19,1,"到二更时,她似乎和气一些了,默坐在床沿上喝水。"
02-S0050,2,奔月,19,2,羿就坐在旁边的木榻上，手摩着脱毛的旧豹皮。
02-S0051,2,奔月,20,1,“喉，”他和噶地说，“这西山的文豹，还是我们结婚以前射得的，那时多么好看，全体黄金光。”
02-S0052,2,奔月,20,2,他于是回想当年的食物，熊是只吃四个掌，驼留峰，其余的就都赏给使女和家将们。
02-S0053,2,奔月,20,3,后来大动物射完了，就吃野猪兔山鸡；
02-S0054,2,奔月,20,4,射法又高强，要多少有多少。
02-S0055,2,奔月,20,5,“喉，”他不觉叹息，“我的箭法真太巧妙了，竟射得遍地精光。
02-S0056,2,奔月,20,6,那时谁料到只剩下乌鸦做菜
02-S0057,2,奔月,21,1,“哼。”
02-S0058,2,奔月,21,2,嫦娥微微一笑。
02-S0059,2,奔月,22,1,“今天总还要算运气的，”羿也高兴起来，“居然猎到一只麻雀。
02-S0060,2,奔月,22,2,这是远绕了三十里路才找到的。”
02-S0061,2,奔月,23,1,“你不能走得更远一点的么？！”
02-S0062,2,奔月,24,1,“对。
02-S0063,2,奔月,24,2,太太。
02-S0064,2,奔月,24,3,我也这样想。
02-S0065,2,奔月,24,4,明天我想起得早些。
02-S0066,2,奔月,24,5,倘若你醒得早，那就叫醒我。
02-S0067,2,奔月,24,6,我准备再远走五十里，看看可有些子兔子。
02-S0068,2,奔月,24,7,·…
02-S0069,2,奔月,24,8,"·但是,怕也难。"
02-S0070,2,奔月,24,9,"当我射封豕长蛇的时候,野兽是那么多。"
02-S0071,2,奔月,24,10,你还该记得罢，丈母的门前就常有黑熊走过，叫我去射了好几回···。
02-S0072,2,奔月,25,1,“是么？”
02-S0073,2,奔月,25,2,嫦娥似乎不大记得。
02-S0074,2,奔月,26,1,“谁料到现在竟至于精光的呢。
02-S0075,2,奔月,26,2,想起来，真不知道将来怎么过日子。
02-S0076,2,奔月,26,3,我呢，倒不要紧，只要将那道送给我的金丹吃下去，就会飞升。
02-S0077,2,奔月,26,4,但是我第一先得替你打算，·所以我决计明天再走得远点·。
02-S0078,2,奔月,27,1,“哼。”
02-S0079,2,奔月,27,2,嫦娥已经喝完水，慢慢躺下，合上眼晴了。
02-S0080,2,奔月,28,1,残膏的灯火照着残妆，粉有些褪了，眼圈显得微黄，眉毛的黛色也仿佛两边不-样。
02-S0081,2,奔月,28,2,但嘴唇依然红得如火；
02-S0082,2,奔月,28,3,虽然并不笑，颊上也还有浅浅的酒窝。
02-S0083,2,奔月,29,1,“喉喉，这样的人，我就整年地只给她吃鸟鸦的炸酱面····。”
02-S0084,2,奔月,29,2,羿想着，觉得愧，两颊连耳根都热起来。
02-S0085,2,奔月,30,1,过了一夜就是第二天。
02-S0086,2,奔月,31,1,羿忽然静开眼睛，只见一道阳光斜射在西壁上，知道时候不早了；
02-S0087,2,奔月,31,2,看看嫦娥，兀自摊开了四肢沉睡着。
02-S0088,2,奔月,31,3,他悄悄地披上衣服，爬下豹皮榻，出堂前，一面洗脸，一面叫女庚去吩王升备马。
02-S0089,2,奔月,32,1,"他因为事情忙，是早就废止了朝食的;女乙将五个炊饼，五株葱和-一包辣酱都放在网兜里,并弓箭一齐替他系在腰间。"
02-S0090,2,奔月,32,2,"他将腰带紧了一紧,轻轻地跨出堂外面，一面告诉那正从对面进来的女庚道"
02-S0091,2,奔月,33,1,“我今天打算到远地方去寻食物去，回来也许晚一一些。
02-S0092,2,奔月,33,2,看太太醒后，用过早点心，有些高兴的时候，你便去慕告，说晚饭请她等一等，对不起得很。
02-S0093,2,奔月,33,3,记得么？
02-S0094,2,奔月,33,4,你说：对不起得很。”
02-S0095,2,奔月,34,1,"他快步出门,跨上马，将站班的家将们扔在脑后，不一会便跑出村庄了。"
02-S0096,2,奔月,34,2,前面是天天走熟的高梁田，他毫不注意，早知道什么也没有的。
02-S0097,2,奔月,34,3,加上两鞭，一径飞奔前去，一气就跑了六十单上下，望见前面有一簇很茂盛的树林，马也喘气不迭，浑身流汗，自然慢下去了。
02-S0098,2,奔月,34,4,"大约又走了十多里，这才接近树林，然而满眼是胡蜂,粉蝶,蚂蚁,蚱,那里有一点禽兽的踪迹。"
02-S0099,2,奔月,34,5,他望见这一块新地方时，本以为至少总可以有一两匹孤儿兔儿的，现在才知道又是梦想。
02-S0100,2,奔月,34,6,他只得绕出树林，看那后面却又是碧绿的高梁田，远处散点着几间小小的土屋。
02-S0101,2,奔月,34,7,风和日暖，鸦雀无声。
02-S0102,2,奔月,35,1,“倒！”
02-S0103,2,奔月,35,2,他尽量地大叫了一声，出出闷气。
02-S0104,2,奔月,36,1,但再前行了十多步，他即刻心花怒放了，远远地望见一间土屋外面的平地上，的确停着一匹飞禽，一步一，像是很大的鸽子。
02-S0105,2,奔月,36,2,他慌忙括弓搭箭，引满弦，将手一放，那箭便流星般出去了。
02-S0106,2,奔月,37,1,这是无须迟疑的，向来有发必中；
02-S0107,2,奔月,37,2,他只要策马跟着箭路飞跑前去，便可以拾得猎物。
02-S0108,2,奔月,37,3,"谁知道他将要临近,却已有一个老婆子捧着带箭的大鸽子,大声着，正对着他的马头抢过来。"
02-S0109,2,奔月,38,1,“你是谁哪？
02-S0110,2,奔月,38,2,怎么把我家的顶好的黑母鸡射死了？
02-S0111,2,奔月,38,3,你的手怎的有这么闲哪？
02-S0112,2,奔月,39,1,羿的心不觉跳了一跳，赶紧勒往马。
02-S0113,2,奔月,40,1,“阿呀！
02-S0114,2,奔月,40,2,鸡么？
02-S0115,2,奔月,40,3,我只道是一只鹑鸪。”
02-S0116,2,奔月,40,4,他惶恐地说。
02-S0117,2,奔月,41,1,“瞎了你的眼晴！
02-S0118,2,奔月,41,2,看你也有四十多岁了罢。”
02-S0119,2,奔月,42,1,“是的。
02-S0120,2,奔月,42,2,老太太。
02-S0121,2,奔月,42,3,我去年就有四十五岁了。”
02-S0122,2,奔月,43,1,“你真是枉长白大！
02-S0123,2,奔月,43,2,连母鸡也不认识，会当作鸪！
02-S0124,2,奔月,43,3,你究竟是谁哪？”
02-S0125,2,奔月,44,1,“我就是夷羿。”
02-S0126,2,奔月,44,2,"他说着，看看自己所射的箭，是正贯了母鸡的心，当然死了,末后的两个字便说得不大响亮；"
02-S0127,2,奔月,44,3,一面从马上跨下来。
02-S0128,2,奔月,45,1,“夷羿？
02-S0129,2,奔月,45,2,·谁呢？
02-S0130,2,奔月,45,3,我不知道。”
02-S0131,2,奔月,45,4,她看着他的脸，说。
02-S0132,2,奔月,46,1,“有些人是一听就知道的。
02-S0133,2,奔月,46,2,"尧爷的时候,我曾经射死过几匹野猪，几条蛇·…。"
02-S0134,2,奔月,47,1,“哈哈，骗子！
02-S0135,2,奔月,47,2,那是逢蒙老爷和别人合伙射死的。
02-S0136,2,奔月,47,3,也许有你在内罢；
02-S0137,2,奔月,47,4,但你倒说是你自已了，好不识羞！”
02-S0138,2,奔月,48,1,“阿阿，老太太。
02-S0139,2,奔月,48,2,逢蒙那人，不过近几年时常到我那里来走走，我并没有和他合伙，全不相干的。”
02-S0140,2,奔月,49,1,“说逛。
02-S0141,2,奔月,49,2,"近来常有人说,我一月就听到四五回。”"
02-S0142,2,奔月,50,1,“那也好。
02-S0143,2,奔月,50,2,我们且谈正经事罢。
02-S0144,2,奔月,50,3,这鸡怎么办呢？”
